employee_id,employee_name,role_id,role_title,overall_score,band,skills_score,responsibilities_score,ambitions_score,dedication_score
1001,Jordi Casals,R-STR-LEAD,Head of Strategy,0.58,NEAR,1.0,0.2,0.2,0.0
1002,Marta Soler,R-STR-LEAD,Head of Strategy,0.4019,NEAR,0.6538,0.0,0.5,0.0
1003,Pablo Reyes,R-STR-LEAD,Head of Strategy,0.155,NOT_VIABLE,0.25,0.0,0.2,0.0
1004,Núria Aguilera,R-STR-LEAD,Head of Strategy,0.125,NOT_VIABLE,0.25,0.0,0.0,0.0
1005,Marc Serra,R-STR-LEAD,Head of Strategy,0.2,FAR,0.25,0.0,0.5,0.0
1006,Adrián López,R-STR-LEAD,Head of Strategy,0.2,FAR,0.25,0.0,0.5,0.0
1007,Nerea Vidal,R-STR-LEAD,Head of Strategy,0.155,NOT_VIABLE,0.25,0.0,0.2,0.0
1008,Sergio Martín,R-STR-LEAD,Head of Strategy,0.125,NOT_VIABLE,0.25,0.0,0.0,0.0
1009,Laura Torres,R-STR-LEAD,Head of Strategy,0.2,FAR,0.25,0.0,0.5,0.0
1010,Claudia Riera,R-STR-LEAD,Head of Strategy,0.2,FAR,0.25,0.0,0.5,0.0
